Accession,Length,Nuc_Completeness,Geo_Location
MW420638,29781,complete,USA
MW420639,29781,partial,USA
MW420640,29781,complete,USA
MW420641,29781,partial,USA
MW420642,29781,partial,USA
MW420643,29781,partial,USA
MW420644,29781,complete,USA
MW420645,29781,complete,USA
MW420646,29781,complete,USA
MW420647,29781,partial,USA
MW420648,29781,partial,USA
MW420649,29775,partial,USA
MW420650,29781,partial,USA
MW420651,29781,complete,USA
MW420652,29781,partial,USA
MW420653,29781,complete,USA
MW420654,29781,complete,USA
MW420655,29781,complete,USA
MW420656,29781,complete,USA
MW420657,29781,partial,USA
MW420658,29781,partial,USA
MW420659,29781,complete,USA
MW420660,29781,partial,USA
MW420661,29781,partial,USA
MW420662,29781,partial,USA
MW420663,29781,complete,USA
MW420664,29781,complete,USA
MW420665,29781,partial,USA
MW420666,29781,complete,USA
MW420667,29781,partial,USA
MW420668,29781,partial,USA
MW420669,29781,complete,USA
MW420670,29781,partial,USA
MW420671,29781,complete,USA
MW420672,29781,partial,USA
MW420673,29781,complete,USA
MW420674,29781,partial,USA
MW420675,29781,complete,USA
MW420676,29781,partial,USA
MW420677,29781,partial,USA
MW420678,29781,partial,USA
MW420679,29781,complete,USA
MW420680,29781,partial,USA
MW420681,29781,complete,USA
MW420682,29781,partial,USA
MW420683,29781,complete,USA
MW420684,29781,complete,USA
MW420685,29781,complete,USA
MW420686,29781,complete,USA
MW420687,29781,complete,USA
MW420688,29781,partial,USA
MW420689,29781,complete,USA
MW420690,29781,complete,USA
MW420691,29781,complete,USA
MW420692,29781,partial,USA
MW420693,29781,complete,USA
MW420694,29781,complete,USA
MW420695,29781,complete,USA
MW420696,29781,complete,USA
MW420697,29781,partial,USA
MW420698,29781,complete,USA
MW420699,29781,partial,USA
MW420700,29781,partial,USA
MW420701,29781,complete,USA
MW420702,29781,complete,USA
MW420703,29781,partial,USA
MW420704,29781,complete,USA
MW420705,29781,complete,USA
MW420706,29781,partial,USA
MW420707,29781,complete,USA
MW420708,29781,complete,USA
MW420709,29781,complete,USA
MW420710,29781,complete,USA
MW420711,29781,partial,USA
MW420712,29781,complete,USA
MW420713,29781,partial,USA
MW420714,29781,partial,USA
MW420715,29781,partial,USA
MW420716,29781,complete,USA
MW420717,29781,partial,USA
MW420718,29781,partial,USA
MW420719,29781,complete,USA
MW420720,29781,partial,USA
MW420721,29781,complete,USA
MW420722,29781,complete,USA
MW420723,29781,complete,USA
MW420724,29781,partial,USA
MW420725,29781,partial,USA
MW420726,29781,partial,USA
MW420727,29781,complete,USA
MW420728,29781,complete,USA
MW420729,29781,complete,USA
MW420730,29781,complete,USA
MW420731,29781,complete,USA
MW420732,29781,complete,USA
MW420733,29781,partial,USA
MW420734,29781,complete,USA
MW420735,29781,complete,USA
MW420736,29781,partial,USA
MW420737,29781,complete,USA
MW420738,29781,partial,USA
MW420739,29781,partial,USA
MW420740,29781,complete,USA
MW420741,29781,complete,USA
MW420742,29781,complete,USA
MW420743,29781,partial,USA
MW420744,29772,partial,USA
MW420745,29781,partial,USA
MW420746,29781,complete,USA
MW420747,29781,complete,USA
MW420748,29781,complete,USA
MW420749,29781,complete,USA
MW420750,29781,partial,USA
MW420751,29778,complete,USA
MW420752,29781,partial,USA
MW420753,29781,partial,USA
MW420754,29781,partial,USA
MW420755,29781,partial,USA
MW420756,29781,complete,USA
MW420757,29781,partial,USA
MW420758,29781,partial,USA
MW420759,29781,complete,USA
MW420760,29781,partial,USA
MW420761,29781,complete,USA
MW420762,29781,complete,USA
MW420763,29781,partial,USA
MW420764,29781,partial,USA
MW420765,29781,complete,USA
MW420766,29781,complete,USA
MW420767,29778,partial,USA
MW420768,29781,partial,USA
MW420769,29781,complete,USA
MW420770,29781,partial,USA
MW420771,29781,partial,USA
MW420772,29781,complete,USA
MW420773,29781,partial,USA
MW420774,29781,complete,USA
MW420775,29781,partial,USA
MW420776,29781,complete,USA
MW420777,29781,complete,USA
MW420778,29781,complete,USA
MW420779,29781,partial,USA
MW420780,29781,complete,USA
MW420781,29781,complete,USA
MW420782,29781,complete,USA
MW420783,29781,complete,USA
MW420784,29781,partial,USA
MW420785,29781,partial,USA
MW420786,29781,partial,USA
MW420787,29781,complete,USA
MW420788,29781,partial,USA
MW420789,29781,complete,USA
MW420790,29781,partial,USA
MW420791,29781,complete,USA
MW420792,29781,partial,USA
MW420793,29781,partial,USA
MW420794,29781,complete,USA
MW420795,29781,complete,USA
MW420796,29781,complete,USA
MW420797,29781,complete,USA
MW420798,29781,complete,USA
MW420799,29781,partial,USA
MW420800,29781,partial,USA
MW420801,29781,complete,USA
MW420802,29781,complete,USA
MW420803,29781,partial,USA
MW420804,29781,complete,USA
MW420805,29781,complete,USA
MW420806,29781,partial,USA
MW420807,29781,partial,USA
MW420808,29781,partial,USA
MW420809,29781,complete,USA
MW420810,29781,partial,USA
MW420811,29781,partial,USA
MW420812,29781,partial,USA
MW420813,29781,partial,USA
MW420814,29781,complete,USA
MW420815,29781,partial,USA
MW420816,29781,complete,USA
MW420817,29781,partial,USA
MW420818,29781,complete,USA
MW420819,29781,complete,USA
MW420820,29781,partial,USA
MW420821,29781,partial,USA
MW420822,29781,partial,USA
MW420823,29781,partial,USA
MW420824,29781,partial,USA
MW420825,29781,partial,USA
MW420826,29781,complete,USA
MW420827,29781,complete,USA
MW420828,29781,complete,USA
MW420829,29781,complete,USA
MW420830,29781,partial,USA
MW420831,29781,complete,USA
MW420832,29781,complete,USA
MW420833,29781,complete,USA
MW420834,29781,partial,USA
MW420835,29781,complete,USA
MW420836,29781,complete,USA
MW420837,29781,partial,USA
MW420838,29781,complete,USA
MW420839,29781,complete,USA
MW420840,29781,partial,USA
MW420841,29781,partial,USA
MW420842,29781,complete,USA
MW420843,29781,partial,USA
MW420844,29781,complete,USA
MW420845,29781,partial,USA
MW420846,29781,complete,USA
MW420847,29781,partial,USA
MW420848,29781,partial,USA
MW420849,29781,complete,USA
MW420850,29781,partial,USA
MW420851,29781,complete,USA
MW420852,29781,complete,USA
MW420853,29781,partial,USA
MW420854,29781,complete,USA
MW420855,29781,partial,USA
MW420856,29781,complete,USA
MW420857,29781,complete,USA
MW420858,29781,complete,USA
MW420859,29781,complete,USA
MW420860,29781,complete,USA
MW420861,29781,complete,USA
MW420862,29781,complete,USA
MW420863,29781,partial,USA
MW420864,29781,complete,USA
MW420865,29781,complete,USA
MW420866,29781,complete,USA
MW420867,29781,complete,USA
MW420868,29781,complete,USA
MW420869,29781,complete,USA
MW420870,29781,complete,USA
MW420871,29781,complete,USA
MW420872,29781,partial,USA
MW420874,29899,complete,USA: New Mexico
MW420875,29878,complete,USA: New Mexico
MW420876,29865,complete,USA: New Mexico
MW420877,29873,complete,USA: New Mexico
MW420878,29899,complete,USA: New Mexico
MW420879,29866,partial,USA: New Mexico
MW420880,29901,complete,USA: New Mexico
MW420881,29866,complete,USA: New Mexico
MW420882,29898,complete,USA: New Mexico
MW420883,29865,partial,USA: New Mexico
MW420884,29865,complete,USA: New Mexico
MW420885,29899,complete,USA: New Mexico
MW420886,29865,complete,USA: New Mexico
MW420887,29870,partial,USA: New Mexico
MW420888,29865,complete,USA: New Mexico
MW420889,29866,complete,USA: New Mexico
MW420890,29866,complete,USA: New Mexico
MW420891,29865,complete,USA: New Mexico
MW420892,29865,complete,USA: New Mexico
MW420893,29865,complete,USA: New Mexico
MW420894,29867,complete,USA: New Mexico
MW420895,29873,complete,USA: New Mexico
MW420896,29865,complete,USA: New Mexico
MW420897,29865,complete,USA: New Mexico
MW420898,29898,complete,USA: New Mexico
MW420899,29872,complete,USA: New Mexico
MW420900,29875,complete,USA: New Mexico
MW420901,29893,complete,USA: New Mexico
MW420902,29866,complete,USA: New Mexico
MW420903,29872,complete,USA: New Mexico
MW420904,29868,complete,USA: New Mexico
MW420905,29866,complete,USA: New Mexico
MW420906,29865,complete,USA: New Mexico
MW420907,29865,complete,USA: New Mexico
MW420908,29865,partial,USA: New Mexico
MW420909,29865,complete,USA: New Mexico
MW420910,29885,complete,USA: New Mexico
MW420911,29866,partial,USA: New Mexico
MW420912,29866,complete,USA: New Mexico
MW420913,29899,complete,USA: New Mexico
MW420914,29899,complete,USA: New Mexico
MW420915,29865,partial,USA: New Mexico
MW420916,29866,complete,USA: New Mexico
MW420917,29864,complete,USA: New Mexico
MW421920,29881,partial,USA
MW421921,29898,complete,USA
MW421922,29867,partial,USA
MW421923,29867,partial,USA
MW421924,29865,partial,USA
MW421925,29838,partial,USA
MW421926,29897,partial,USA
MW421927,29855,complete,USA
MW421928,29856,complete,USA
MW421929,29867,partial,USA
MW421930,29888,complete,USA
MW421931,29867,partial,USA
MW421932,29866,partial,USA
MW421933,29867,partial,USA
MW421934,29887,partial,USA
MW421935,29868,partial,USA
MW421936,29850,partial,USA
MW421937,29865,partial,USA
MW421938,29866,partial,USA
MW421939,29897,complete,USA
MW421940,29866,partial,USA
MW421941,29868,partial,USA
MW421942,29902,complete,USA
MW421943,29866,partial,USA
MW421944,29881,partial,USA
MW421945,29873,partial,USA
MW421946,29866,partial,USA
MW421947,29867,partial,USA
MW421948,29894,partial,USA
MW421949,29902,complete,USA
MW421950,29865,partial,USA
MW421951,29867,partial,USA
MW421952,29853,complete,USA
MW421953,29866,partial,USA
MW421954,29857,complete,USA
MW421955,29901,partial,USA
MW421956,29867,partial,USA
MW421957,29851,complete,USA
MW421958,29866,partial,USA
MW421959,29892,complete,USA
MW421960,29832,partial,USA
MW421961,29848,partial,USA
MW421962,29856,complete,USA
MW421963,29880,partial,USA
MW421964,29887,partial,USA
MW421965,29866,partial,USA
MW421966,29899,complete,USA
MW421967,29857,partial,USA
MW421968,29867,partial,USA
MW421969,29868,partial,USA
MW421970,29855,partial,USA
MW421971,29866,partial,USA
MW421972,29892,partial,USA
MW421973,29854,complete,USA
MW421974,29846,partial,USA
MW421975,29844,complete,USA
MW421976,29859,complete,USA
MW421977,29868,complete,USA
MW422255,29763,complete,"USA: San Diego, California"
MW422256,29817,complete,USA
MW406484,29882,partial,USA: MT
MW406485,29882,complete,USA: MT
MW406486,29764,partial,USA: MT
MW406487,29882,complete,USA: MT
MW406488,29882,complete,USA: DE
MW406489,29008,partial,USA: DE
MW406490,29882,complete,USA: DE
MW406491,29882,complete,USA: NY
MW406492,29770,complete,USA: NY
MW406493,29882,complete,USA: NY
MW406494,29882,complete,USA: NY
MW406495,29882,complete,USA: NY
MW406496,29882,complete,USA: AL
MW406497,29882,complete,USA: AL
MW406498,29882,complete,USA: AL
MW406499,29882,complete,USA: AL
MW406500,29882,complete,USA: AL
MW406501,29882,complete,USA: PA
MW406502,29882,complete,USA: PA
MW406503,29882,complete,USA: PA
MW406504,29882,complete,USA: PA
MW406505,29882,complete,USA: PA
MW406506,29762,partial,USA: AK
MW406507,29882,complete,USA: AK
MW406508,29762,partial,USA: AK
MW406509,29882,complete,USA: AK
MW406510,29762,partial,USA: AK
MW406511,29882,complete,USA: TN
MW406512,29876,complete,USA: TN
MW406513,29882,complete,USA: TN
MW406514,29871,complete,USA: TN
MW406515,29882,complete,USA: TN
MW406516,29882,complete,USA: AR
MW406517,29882,complete,USA: AR
MW406518,29882,complete,USA: AR
MW406519,29882,complete,USA: AR
MW406520,29882,complete,USA: AR
MW406521,29879,complete,USA: LA
MW406522,29879,complete,USA: LA
MW406523,29882,complete,USA: LA
MW406524,29882,complete,USA: LA
MW406525,29882,complete,USA: LA
MW406526,29882,complete,USA: UT
MW406527,29882,complete,USA: UT
MW406528,29882,complete,USA: UT
MW406529,29882,complete,USA: UT
MW406530,29762,partial,USA: UT
MW406531,29882,complete,USA: WI
MW406532,29882,complete,USA: WI
MW406533,29882,complete,USA: WI
MW406534,29882,complete,USA: WI
MW406535,29882,complete,USA: WI
MW406536,29882,complete,USA: IN
MW406537,29882,complete,USA: IN
MW406538,29882,complete,USA: IN
MW406539,29791,complete,USA: IN
MW406540,29882,complete,USA: IN
MW406541,29764,partial,USA: KY
MW406542,29882,complete,USA: KY
MW406543,29882,complete,USA: KY
MW406544,29882,complete,USA: KY
MW406545,29882,complete,USA: KY
MW406546,29882,complete,USA: OK
MW406547,29882,complete,USA: OK
MW406548,29882,complete,USA: OK
MW406549,29882,complete,USA: OK
MW406550,29882,complete,USA: OK
MW406551,29882,complete,USA: MS
MW406552,29882,complete,USA: MS
MW406553,29882,complete,USA: MS
MW406554,29882,complete,USA: MS
MW406555,29882,complete,USA: IL
MW406556,29882,complete,USA: IL
MW406557,29882,complete,USA: IL
MW406558,29882,complete,USA: IL
MW406559,29882,complete,USA: NJ
MW406560,29882,complete,USA: NJ
MW406561,29764,partial,USA: NJ
MW406562,29764,partial,USA: NJ
MW406563,29762,partial,USA: NJ
MW406564,29882,complete,USA: MI
MW406565,29882,complete,USA: MI
MW406566,29882,complete,USA: MI
MW406567,29762,partial,USA: MI
MW406568,29882,complete,USA: MI
MW406569,29882,complete,USA: NC
MW406570,29882,complete,USA: NC
MW406571,29802,complete,USA: NC
MW406572,29882,complete,USA: NC
MW406573,29882,complete,USA: NC
MW406574,29882,complete,USA: AZ
MW406575,29764,partial,USA: AZ
MW406576,29762,partial,USA: AZ
MW406577,29804,complete,USA: AZ
MW406578,29762,partial,USA: AZ
MW406579,29754,partial,USA: OH
MW406580,29767,complete,USA: OH
MW406581,29770,complete,USA: OH
MW406582,29755,partial,USA: OH
MW406583,29763,partial,USA: OH
MW406584,29882,complete,USA: CT
MW406585,29764,partial,USA: CT
MW406586,29770,complete,USA: CT
MW406587,29882,complete,USA: CT
MW406588,29882,complete,USA: KS
MW406589,29762,partial,USA: KS
MW406590,29804,complete,USA: KS
MW406591,29882,complete,USA: KS
MW406592,29764,partial,USA: KS
MW406593,29764,partial,USA: MO
MW406594,29770,complete,USA: MO
MW406595,29887,complete,USA: MO
MW406596,29764,partial,USA: MO
MW406597,29770,complete,USA: MO
MW406598,29762,partial,USA: TX
MW406599,29764,partial,USA: TX
MW406600,28190,partial,USA: TX
MW406601,29764,partial,USA: TX
MW406602,29762,partial,USA: TX
MW406603,29762,partial,USA: NV
MW406604,29692,complete,USA: NV
MW406605,29762,partial,USA: NV
MW406606,29766,partial,USA: NV
MW406607,29762,partial,USA: OK
MW406608,29887,complete,USA: OK
MW406609,29762,partial,USA: OK
MW406610,29790,complete,USA: OK
MW406611,29593,partial,USA: OK
MW406612,29887,partial,USA: OK
MW406613,29770,complete,USA: OK
MW406614,29764,partial,USA: OK
MW406615,29764,partial,USA: OK
MW406616,29882,partial,USA: OR
MW406617,29762,partial,USA: OR
MW406618,29779,complete,USA: OR
MW406619,29788,complete,USA: OR
MW406620,29882,complete,USA: OR
MW406621,29761,partial,USA: OR
MW406622,29762,partial,USA: OR
MW406623,29762,partial,USA: OR
MW406624,29764,partial,USA: OR
MW406625,29755,partial,USA: NC
MW406626,29764,partial,USA: NC
MW406627,29903,complete,USA: NC
MW406628,29901,complete,USA: NC
MW406629,29901,complete,USA: NC
MW406630,29327,partial,USA: NC
MW406631,29887,complete,USA: NC
MW406632,29764,partial,USA: NC
MW406633,29872,complete,USA: NC
MW406634,29764,partial,USA: NC
MW406635,29764,partial,USA: TN
MW406636,29762,partial,USA: TN
MW406637,29764,partial,USA: TN
MW406638,29764,partial,USA: TN
MW406639,29887,complete,USA: TN
MW406640,29764,partial,USA: TN
MW406641,29763,partial,USA: OR
MW406642,29887,complete,USA: OR
MW406643,29887,complete,USA: OR
MW406644,29784,complete,USA: OR
MW406645,29762,partial,USA: OR
MW411627,29887,complete,USA: Virginia
MW411628,29866,complete,USA: Virginia
MW411629,29902,complete,USA: Virginia
MW411630,29865,complete,USA: Virginia
MW411631,29867,complete,USA: Virginia
MW411632,29857,complete,USA: Virginia
MW411633,29865,complete,USA: Virginia
MW411634,29865,complete,USA: Virginia
MW411635,29899,complete,USA: Virginia
MW411636,29902,complete,USA: Virginia
MW411637,29865,complete,USA: Virginia
MW411638,29868,complete,USA: Virginia
MW411639,29884,complete,USA: Virginia
MW411640,29895,complete,USA: Virginia
MW411641,29870,complete,USA: Virginia
MW411642,29868,complete,USA: Virginia
MW411643,29901,complete,USA: Virginia
MW411644,29903,complete,USA: Virginia
MW411645,29899,complete,USA: Virginia
MW411646,29867,complete,USA: Virginia
MW411647,29867,complete,USA: Virginia
MW411648,29867,complete,USA: Virginia
MW411649,29866,complete,USA: Virginia
MW411650,29902,complete,USA: Virginia
MW411651,29869,complete,USA: Virginia
MW411652,29893,complete,USA: Virginia
MW411653,29893,complete,USA: Virginia
MW411654,29899,complete,USA: Virginia
MW411655,29893,complete,USA: Virginia
MW411656,29858,complete,USA: Virginia
